20190704220235.11,35.6812,117.5112,4.0,2.4
20190704170255.26,35.7075,117.5015,12.7,3.4
20190704170920.25,35.7145,117.4982,4.5,1.4
20190704182603.75,35.6637,117.5148,2.5,2.2
20190704210255.95,35.6915,117.4820,5.4,2.3
20190704230710.83,35.7047,117.4850,3.1,1.5
20190704180616.21,35.6647,117.5188,1.4,3.0
20190704181845.82,35.6353,117.6085,5.2,2.2
20190704191019.90,35.6928,117.4958,2.6,2.2
20190704205525.19,35.7175,117.4763,3.0,2.3
20190704220503.30,35.6565,117.5353,7.8,1.8
20190704231240.50,35.6720,117.4718,8.6,2.4
20190704182759.44,35.7478,117.5385,8.4,3.3
20190704185213.54,35.6525,117.5447,15.3,1.7
20190704191459.38,35.6425,117.5428,17.4,1.9
20190704192132.12,35.6737,117.4728,9.0,3.6
20190704194905.15,35.6843,117.4892,1.5,2.2
20190704201131.56,35.6862,117.4950,2.2,1.4
20190704201736.96,35.7035,117.4820,1.6,2.0
20190704210708.73,35.6125,117.5850,11.4,1.4
20190704214704.53,35.6285,117.6023,5.1,2.2
20190704221208.27,35.7513,117.5635,16.0,3.4
20190704221955.74,35.7068,117.5102,5.0,1.1
20190704171215.11,35.7045,117.5023,9.8,1.1
20190704181032.77,35.6582,117.5300,10.3,2.4
20190704182726.84,35.6793,117.5085,2.8,2.3
20190704200608.33,35.7033,117.4865,4.1,2.2
20190704205712.12,35.6665,117.5327,15.9,1.4
20190704211555.65,35.7275,117.5535,10.6,1.4
20190704222830.77,35.6950,117.4833,3.8,0.9
20190704234233.81,35.7503,117.5560,2.8,2.7
20190704175146.43,35.6733,117.5162,4.5,2.6
20190704183731.68,35.7292,117.5492,3.0,1.6
20190704185414.14,35.5997,117.5953,5.3,3.0
20190704191657.53,35.7098,117.5100,2.9,1.4
20190704203521.10,35.7430,117.5317,2.9,1.2
20190704210057.19,35.6790,117.5792,10.9,1.3
20190704213246.30,35.7322,117.5527,8.0,1.5
20190704213334.28,35.6203,117.5913,3.1,1.9
20190704214033.29,35.6698,117.5172,17.5,2.3
20190704222906.70,35.7102,117.4922,7.8,1.4
20190704223428.11,35.7015,117.4840,1.8,0.9
20190704224221.23,35.7227,117.5228,22.2,2.0
20190704174717.86,35.7495,117.5283,5.2,2.5
20190704181633.67,35.7273,117.5292,4.3,1.9
20190704184706.73,35.6970,117.4797,3.4,3.7
20190704185606.52,35.7307,117.5658,15.4,3.6
20190704191606.59,35.7235,117.5587,9.8,1.5
20190704212528.22,35.6773,117.5105,2.5,1.0
20190704214409.82,35.7060,117.5030,3.7,1.4
20190704214608.61,35.5923,117.5878,4.0,1.4
20190704215024.43,35.6777,117.4843,11.0,1.3
20190704235057.39,35.7825,117.5887,2.4,1.4
20190704174650.13,35.6417,117.6188,3.8,2.1
20190704185327.73,35.7315,117.5553,8.1,2.3
20190704204526.83,35.7028,117.4860,-0.2,2.2
20190704221000.07,35.6553,117.5362,3.5,1.1
20190704223539.44,35.6303,117.6002,4.9,1.3
20190704225657.15,35.6377,117.5440,2.8,1.1
20190704233144.26,35.7018,117.4898,-0.5,1.2
20190704233910.03,35.7217,117.5428,3.1,0.9
20190704235436.41,35.6595,117.5070,1.2,2.2
20190704235655.93,35.7507,117.5252,7.0,1.3
20190704175731.64,35.6775,117.5025,3.5,1.9
20190704192051.85,35.6395,117.5388,1.7,1.8
20190704193936.27,35.6552,117.5522,14.2,1.0
20190704201450.36,35.6998,117.5152,3.6,3.1
20190704211152.14,35.6425,117.5488,5.0,1.1
20190704212635.25,35.6715,117.5217,7.2,1.9
20190704223813.17,35.7240,117.5020,3.7,0.9
20190704230329.40,35.6257,117.5662,4.2,0.9
20190704235001.59,35.6078,117.6010,4.2,0.8
20190704174254.13,35.7343,117.5540,9.3,2.1
20190704180541.76,35.7178,117.5272,2.6,1.7
20190704190224.98,35.6378,117.5417,3.4,1.6
20190704192620.42,35.7035,117.4710,3.4,1.7
20190704193407.69,35.5918,117.6040,4.6,1.0
20190704201939.67,35.5963,117.5857,3.4,0.7
20190704212843.83,35.7282,117.5215,1.2,1.2
20190704213113.77,35.6472,117.5400,2.7,1.1
20190704221818.12,35.6077,117.5872,8.0,1.0
20190704180709.63,35.6208,117.5997,2.3,2.7
20190704192718.45,35.6695,117.4765,4.8,1.6
20190704195943.35,35.6670,117.5223,3.4,0.9
20190704203729.56,35.6498,117.5377,4.0,0.9
20190704203856.17,35.7200,117.4998,4.7,0.8
20190704212155.41,35.6190,117.5680,2.7,0.7
20190704214159.99,35.7212,117.5267,4.0,1.7
20190704221718.47,35.7178,117.5133,9.0,1.2
20190704225142.82,35.7525,117.5438,3.9,0.9
20190704233935.15,35.7313,117.5442,1.4,1.0
20190704173935.47,35.7033,117.4888,2.4,2.9
20190704180318.61,35.7460,117.5422,7.3,1.7
20190704183845.71,35.7020,117.4927,8.4,1.4
20190704195318.64,35.6582,117.5453,14.1,1.3
20190704205929.59,35.6905,117.5003,4.6,1.3
20190704212315.18,35.6990,117.4863,3.8,1.6
20190704213625.38,35.7205,117.4678,2.8,0.8
20190704173348.32,35.7132,117.4945,22.9,4.8
20190704175802.70,35.7090,117.5005,4.1,2.3
20190704184425.00,35.7325,117.5677,15.0,2.0
20190704205020.42,35.7435,117.5573,8.5,1.1
20190704180833.34,35.6677,117.5068,4.3,1.9
20190704181505.15,35.5933,117.5872,3.2,1.6
20190704190917.74,35.7133,117.5053,1.3,1.0
20190704194645.02,35.6122,117.5825,3.2,1.0
20190704200530.13,35.7208,117.4995,5.3,0.9
20190704202309.78,35.6492,117.6127,15.4,2.3
20190704212259.17,35.6368,117.5510,2.8,1.2
20190704212615.70,35.7462,117.5517,13.8,1.0
20190704215449.17,35.6680,117.5193,2.9,0.8
20190704220522.39,35.7115,117.4835,1.9,2.4
20190704223623.37,35.7153,117.4910,3.7,1.0
20190704224409.93,35.5952,117.5972,2.0,0.9
20190704224847.32,35.7707,117.5828,3.7,0.7
20190704232425.27,35.7297,117.5090,5.1,0.9
20190704174432.74,35.6958,117.5047,0.8,2.8
20190704182530.72,35.6280,117.6037,4.8,1.2
20190704190457.26,35.7023,117.5048,2.3,1.1
20190704195213.09,35.6190,117.5885,3.0,1.6
20190704203431.88,35.6320,117.5820,12.6,1.4
20190704203914.26,35.6717,117.5398,3.9,1.3
20190704232319.39,35.6460,117.5477,2.9,1.2
20190704233324.51,35.5978,117.5912,4.2,0.5
20190704161343.31,35.7130,117.4823,12.1,0.4
20190704174018.69,35.7107,117.5037,5.2,3.6
20190704180040.36,35.6308,117.5622,2.4,1.7
20190704182843.57,35.6667,117.5732,3.6,2.9
20190704190110.77,35.7157,117.5430,1.3,1.9
20190704192658.41,35.7252,117.5198,2.9,1.1
20190704215339.65,35.7323,117.5183,-0.5,0.7
20190704223007.47,35.7080,117.4612,22.9,1.5
20190704225835.13,35.7113,117.5213,1.7,0.6
20190704230509.81,35.7297,117.5177,3.4,0.8
20190704232219.89,35.7050,117.4878,11.0,0.6
20190704234019.82,35.6935,117.4832,4.0,0.8
20190704234446.91,35.7207,117.5360,19.0,1.0
20190704234632.09,35.6313,117.5712,3.0,0.9
20190704175459.05,35.6330,117.5738,15.0,1.2
20190704191751.41,35.6892,117.5180,13.5,1.9
20190704210129.35,35.6618,117.5210,2.5,1.2
20190704230133.57,35.6980,117.4862,1.5,1.1
20190704230907.92,35.6887,117.4738,-1.2,0.9
20190704173755.49,35.7463,117.5533,8.5,2.7
20190704174002.03,35.7225,117.5548,4.0,3.0
20190704181251.76,35.6797,117.5828,1.5,2.2
20190704183448.67,35.6688,117.5723,2.8,1.4
20190704185006.67,35.6363,117.5367,19.5,1.7
20190704190010.07,35.7180,117.5410,2.1,2.3
20190704200111.11,35.6962,117.4855,3.5,1.3
20190704200415.75,35.7250,117.4768,3.3,1.6
20190704200732.69,35.6648,117.5257,3.7,0.7
20190704202934.27,35.6718,117.5252,2.8,0.7
20190704205858.02,35.7358,117.5413,3.5,0.7
20190704213545.37,35.6495,117.5600,3.7,0.6
20190704215915.58,35.7235,117.5275,3.1,1.0
20190704220001.39,35.7117,117.5020,6.6,0.8
20190704181715.17,35.7217,117.5458,3.5,1.9
20190704181755.86,35.7345,117.4997,3.0,0.8
20190704183346.99,35.6833,117.4905,2.8,0.7
20190704183944.63,35.6045,117.5922,15.2,3.3
20190704185954.76,35.7368,117.5447,2.8,1.4
20190704190955.16,35.7202,117.4603,3.7,0.7
20190704201423.68,35.5970,117.5962,3.2,0.3
20190704202009.26,35.6902,117.4982,3.6,1.1
20190704202358.23,35.6595,117.5273,12.5,1.3
20190704203659.36,35.7173,117.5018,4.4,0.5
20190704204943.04,35.6035,117.5952,2.5,0.8
20190704205154.17,35.6110,117.5428,14.0,0.7
20190704223138.68,35.6458,117.5348,16.5,0.4
20190704231720.64,35.7023,117.4898,7.3,0.6
20190704171547.30,35.7227,117.4947,3.5,0.4
20190704181122.95,35.6058,117.5967,2.5,1.5
20190704183404.29,35.6543,117.5478,15.5,1.5
20190704190341.62,35.6378,117.4625,13.0,1.2
20190704194513.04,35.5658,117.6102,4.1,0.6
20190704195117.13,35.7098,117.5562,13.1,2.4
20190704195343.87,35.7257,117.4887,4.6,1.1
20190704195800.34,35.7105,117.5502,0.9,1.8
20190704200011.78,35.6555,117.5252,3.5,0.9
20190704200352.70,35.7153,117.4688,1.5,0.7
20190704202816.01,35.5913,117.5912,3.4,0.2
20190704203008.87,35.6162,117.5653,4.1,0.2
20190704205224.52,35.6780,117.4673,4.6,1.2
20190704210557.35,35.6212,117.5655,4.0,0.3
20190704211840.64,35.5877,117.5977,3.8,0.6
20190704220937.46,35.6093,117.5895,3.9,0.7
20190704224046.17,35.7298,117.4930,5.4,0.1
20190704234612.66,35.7278,117.5332,5.0,0.3
20190704174329.59,35.6683,117.5630,11.2,2.0
20190704180123.13,35.6937,117.5115,0.4,2.5
20190704183650.70,35.6850,117.5155,4.0,1.7
20190704193226.95,35.6837,117.5407,12.9,1.1
20190704193949.39,35.6867,117.5170,17.3,1.5
20190704195416.92,35.6958,117.4790,1.4,0.9
20190704200758.59,35.6972,117.5393,17.3,1.5
20190704201329.44,35.5760,117.5990,3.5,0.5
20190704203334.30,35.6882,117.4935,3.9,0.4
20190704204242.26,35.6228,117.5778,10.4,0.4
20190704204905.76,35.6528,117.4727,1.6,0.9
20190704211109.78,35.6862,117.5235,3.7,0.8
20190704213441.28,35.7112,117.4100,-0.9,0.8
20190704215420.22,35.6268,117.5642,2.1,0.9
20190704220408.40,35.6723,117.5583,4.8,1.0
20190704222026.36,35.5865,117.5420,13.8,1.2
20190704224521.01,35.5755,117.6183,3.1,0.3
20190704225901.67,35.5867,117.6027,4.1,1.0
20190704230612.43,35.7178,117.5375,3.1,0.7
20190704231420.56,35.5927,117.5967,-0.1,0.9
