20190704203234.43,35.6388,117.5540,0.2,1.4
20190704171122.54,35.4452,116.8035,7.5,0.0
20190704181336.37,35.4442,118.2707,7.5,2.6
20190704193505.25,35.6093,117.5447,-0.4,1.2
20190704194734.56,35.5953,117.2138,7.6,0.9
20190704195541.46,35.3223,116.9823,8.2,3.6
20190704223347.55,35.6577,117.4345,-1.4,0.3
20190704230603.03,35.7477,116.7743,7.4,1.4
20190704161144.76,35.6812,118.5527,6.1,0.0
20190704191742.57,36.2817,118.5287,7.3,3.0
20190704195054.67,36.4602,117.3267,7.5,3.5
20190704202245.92,35.9668,118.7895,7.5,3.3
20190704211426.91,35.3633,118.2633,7.3,1.8
20190704224546.88,35.7285,117.5175,0.1,0.3
20190704171522.06,35.2655,118.4853,7.6,1.1
20190704175047.64,35.6710,117.6675,7.5,1.7
20190704181604.77,35.6530,117.5670,6.2,1.0
20190704183922.54,35.2787,118.3658,7.5,4.5
20190704191152.23,35.5948,117.5343,4.4,1.5
20190704192015.54,35.5045,118.0218,5.6,1.0
20190704195837.10,35.6867,117.4460,7.4,0.8
20190704204840.73,35.6988,117.4845,5.5,0.4
20190704210008.62,36.4382,117.9007,7.5,0.8
20190704211026.60,35.6042,117.5985,7.4,0.3
20190704213652.19,35.7170,116.5163,7.6,1.4
20190704232915.20,35.6200,117.5803,0.5,1.0
20190705113558.76,35.6787,117.5447,5.6,1.8
20190705095736.76,35.5730,116.6818,7.4,1.6
20190705104728.46,35.5983,117.5862,1.1,0.0
20190705002750.70,35.5153,117.0378,7.6,1.8
20190705095746.39,35.6563,117.4680,7.7,0.5
20190705202511.49,35.4932,117.3260,30.4,-0.4
20190705010128.08,35.5192,116.7547,7.5,1.2
20190705023000.88,35.3987,117.2663,7.5,1.7
20190705031506.20,35.9175,117.5772,-1.4,1.1
20190705083627.09,35.7157,117.4937,0.8,0.0
20190705113116.16,35.6727,116.9210,7.5,2.1
20190705123355.93,35.6912,117.5405,0.5,0.3
20190705162122.02,35.6260,117.1825,7.9,1.4
20190705193200.72,36.4540,117.9620,7.6,0.3
20190705224059.28,35.1538,116.9725,7.5,1.5
20190705012738.27,35.3965,118.1025,7.4,1.6
20190705041432.96,35.3462,117.2128,7.5,2.6
20190705041445.08,35.7202,117.5573,7.8,2.7
20190705044155.67,35.4443,117.0777,7.5,1.6
20190705052913.04,35.9103,117.4493,7.4,1.7
20190705063948.49,35.4427,117.1550,7.6,1.2
20190705082457.81,35.8390,117.4720,0.8,0.1
20190705093645.03,35.6790,117.4823,7.4,0.8
20190705123703.63,35.6157,116.9088,7.5,2.3
20190705141022.34,35.6567,117.6418,0.4,0.6
20190705173111.79,35.7470,117.5113,6.3,-0.1
20190705193547.65,35.8620,117.7732,7.0,-0.3
20190705195642.90,35.8718,117.6428,3.8,-0.1
20190705000333.50,35.4032,116.8650,7.5,1.5
20190705011745.48,35.7410,117.3322,0.4,0.0
20190705030419.01,35.4412,117.5158,7.2,0.0
20190705041427.95,35.6302,116.7302,7.4,2.7
20190705055857.13,35.9658,117.9938,7.5,0.6
20190705062713.48,35.3940,117.1438,7.4,0.4
20190705085324.92,35.6027,117.4573,7.9,0.1
20190705093627.91,36.1350,116.9403,7.2,1.9
20190705102435.55,35.4043,116.7368,7.5,0.4
20190705103931.87,35.5805,116.8507,7.4,0.8
20190705112229.68,35.4707,118.5222,7.5,1.0
20190705132847.27,35.5925,117.4435,7.5,0.6
20190705141626.53,35.5355,116.7295,7.5,2.0
20190705193209.63,35.6562,117.5263,5.7,0.3
20190705194703.84,35.6683,117.5525,0.8,0.1
20190705205021.08,36.1367,118.5947,7.4,1.1
20190705213219.92,35.6672,117.5882,0.8,0.8
20190705230049.51,35.5802,117.6502,7.5,1.3
20190705023640.60,35.6797,117.4918,-0.2,0.3
20190705042131.17,35.7898,117.6357,22.1,-0.1
20190705043228.72,35.7147,117.3915,7.9,0.3
20190705044747.38,35.4300,118.0998,6.9,0.2
20190705052801.59,35.7108,117.4532,-0.1,0.1
20190705060252.93,35.7152,117.4768,-0.8,0.4
20190705070922.87,35.7437,117.2903,-1.4,0.6
20190705080202.38,35.2582,117.5362,7.5,1.0
20190705080826.61,35.6512,117.4927,5.6,0.6
20190705092936.63,36.4403,117.1232,11.7,1.2
20190705120320.14,35.6617,118.0593,7.6,0.6
20190705130134.56,35.6593,117.4680,7.5,0.3
20190705130641.69,35.6818,117.5673,-0.2,0.2
20190705132121.34,35.7323,117.5180,1.4,0.8
20190705135532.89,35.8827,117.1502,7.4,2.1
20190705142834.81,35.4013,116.9698,7.6,0.9
20190705143659.63,35.1663,116.8462,6.8,1.4
20190705145153.06,35.7365,117.4675,-0.6,0.5
20190705152850.98,36.0625,117.9132,8.3,0.1
20190705153818.33,35.3288,117.0063,7.4,0.7
20190705160641.57,35.6920,117.4597,0.5,1.0
20190705165641.02,35.1763,117.5352,7.5,1.6
20190705175433.90,35.3143,118.3027,7.5,1.9
20190705180921.40,35.5950,117.6295,7.4,0.6
20190705183748.11,35.6923,117.3828,2.7,0.1
20190705204228.41,35.8417,117.5780,0.4,0.6
20190705205620.01,35.7127,117.4683,1.9,-0.2
20190705212848.14,35.2753,117.2808,7.4,1.2
20190705214011.64,35.7312,117.5133,1.5,0.6
20190705232833.92,35.6282,117.5115,7.2,0.0
20190705234804.12,35.1817,117.0523,7.3,1.0
20190706034626.95,35.6813,117.4722,5.5,3.4
20190706092341.81,36.0622,117.8283,-1.3,2.1
20190706144417.46,35.9638,117.6788,-1.4,1.7
20190706171741.54,35.5432,117.5070,8.1,0.8
20190706104311.52,35.4673,118.2798,7.3,3.2
20190706162525.33,35.7597,117.5415,-1.3,0.9
20190706043642.01,36.3043,118.1440,7.8,4.6
20190706052044.21,35.7943,117.6342,-1.4,1.4
20190706060146.38,35.4825,117.5162,-1.4,3.9
20190706112936.15,35.6423,117.5022,7.0,0.9
20190706170636.96,35.5483,117.3800,7.1,1.5
20190706032216.78,36.1405,117.0867,7.4,3.9
20190706032656.49,36.0812,117.6788,3.0,3.5
20190706043629.54,35.3507,117.7428,7.3,3.3
