2019-07-04T16:13:42.989200Z,35.69,-117.47,9,1.64,0.3
CI.TOW2,2019-07-04T16:13:48.528000Z,2019-07-04T16:13:53.308000Z,1.6600472009483942e-07,1350.6
CI.SRT,2019-07-04T16:13:47.888000Z,2019-07-04T16:13:51.918000Z,1.0794537739862707e-07,2198.2
CI.CCC,2019-07-04T16:13:48.118000Z,2019-07-04T16:13:52.098000Z,4.3580523300503905e-07,908.2
CI.MPM,2019-07-04T16:13:50.018000Z,2019-07-04T16:13:55.378000Z,2.702849832596705e-08,7170.2
CI.JRC2,2019-07-04T16:13:50.598000Z,2019-07-04T16:13:56.328000Z,1.464855918530467e-07,36.8
CI.CLC,2019-07-04T16:13:46.498000Z,2019-07-04T16:13:49.078000Z,2.186110530649032e-07,1940.5
CI.SLA,2019-07-04T16:13:48.558000Z,2019-07-04T16:13:52.618000Z,1.8144790604589452e-07,15.0
CI.LRL,2019-07-04T16:13:48.658000Z,2019-07-04T16:13:52.758000Z,1.334485115853219e-07,72.4
CI.WBM,2019-07-04T16:13:50.083000Z,2019-07-04T16:13:55.223000Z,1.098358420979894e-07,30.2
CI.WMF,2019-07-04T16:13:52.908000Z,2019-07-04T16:13:59.998000Z,3.227248329340633e-08,20.4
2019-07-04T17:02:54.806800Z,35.69,-117.45,9,4.49,0.3
CI.TOW2,2019-07-04T17:03:00.428000Z,2019-07-04T17:03:05.268000Z,0.00013668861355770816,935536570.4
CI.SRT,2019-07-04T17:02:59.838000Z,2019-07-04T17:03:03.888000Z,0.00010864423028493084,712558379.0
CI.MPM,2019-07-04T17:03:01.938000Z,2019-07-04T17:03:07.458000Z,1.8579374730119418e-05,2015072637.6
CI.CCC,2019-07-04T17:03:00.048000Z,2019-07-04T17:03:04.078000Z,0.00026223473087946364,242256772.0
CI.LRL,2019-07-04T17:03:00.578000Z,2019-07-04T17:03:04.838000Z,6.858967410863852e-05,1327444.4
CI.SLA,2019-07-04T17:03:00.478000Z,2019-07-04T17:03:04.648000Z,0.00018457360488900244,914664.1
CI.JRC2,2019-07-04T17:03:02.478000Z,2019-07-04T17:03:08.068000Z,6.645106940333439e-05,60136254.5
CI.CLC,2019-07-04T17:02:58.408000Z,2019-07-04T17:03:00.978000Z,9.803804960992096e-05,1229753938.2
CI.WBM,2019-07-04T17:03:02.023000Z,2019-07-04T17:03:07.233000Z,9.654720919045547e-05,37610006.7
CI.WMF,2019-07-04T17:03:04.738000Z,2019-07-04T17:03:11.908000Z,2.0475282169540096e-05,16039015.7
2019-07-04T17:09:19.615600Z,35.69,-117.45,9,2.51,0.3
CI.TOW2,2019-07-04T17:09:25.248000Z,2019-07-04T17:09:29.938000Z,2.1224380982782547e-06,28934.1
CI.SRT,2019-07-04T17:09:24.558000Z,2019-07-04T17:09:28.618000Z,1.0224391118760396e-06,68874.5
CI.MPM,2019-07-04T17:09:26.738000Z,2019-07-04T17:09:32.068000Z,2.3640941642187324e-07,326667.0
CI.CLC,2019-07-04T17:09:23.188000Z,2019-07-04T17:09:25.848000Z,1.1983077168852033e-06,484514.5
CI.LRL,2019-07-04T17:09:25.368000Z,2019-07-04T17:09:29.628000Z,9.177100235643761e-07,722.6
CI.CCC,2019-07-04T17:09:24.838000Z,2019-07-04T17:09:28.678000Z,2.640239164539582e-06,39099.6
CI.SLA,2019-07-04T17:09:25.248000Z,2019-07-04T17:09:29.278000Z,2.028790272188702e-06,352.3
CI.JRC2,2019-07-04T17:09:27.278000Z,2019-07-04T17:09:32.748000Z,1.0133790018623105e-06,11299.0
CI.WMF,2019-07-04T17:09:29.528000Z,2019-07-04T17:09:36.578000Z,3.124600210098749e-07,3126.9
CI.WBM,2019-07-04T17:09:26.873000Z,2019-07-04T17:09:31.933000Z,7.779284569328592e-07,4004.3
2019-07-04T17:12:14.538000Z,35.69,-117.47,9,2.32,0.3
CI.SRT,2019-07-04T17:12:19.278000Z,2019-07-04T17:12:23.418000Z,5.988359729667996e-07,41793.6
CI.TOW2,2019-07-04T17:12:20.038000Z,2019-07-04T17:12:24.688000Z,8.802080837612613e-07,62953.1
CI.LRL,2019-07-04T17:12:20.218000Z,2019-07-04T17:12:24.758000Z,6.562522204682291e-07,341.2
CI.MPM,2019-07-04T17:12:21.608000Z,2019-07-04T17:12:27.028000Z,7.859691024224682e-08,92010.6
CI.CCC,2019-07-04T17:12:19.708000Z,2019-07-04T17:12:23.548000Z,1.4038031615236529e-06,1960.7
CI.WMF,2019-07-04T17:12:24.398000Z,2019-07-04T17:12:31.648000Z,1.1086082136348029e-07,1571.0
CI.CLC,2019-07-04T17:12:18.038000Z,2019-07-04T17:12:20.558000Z,8.222819640346583e-07,17416.2
CI.JRC2,2019-07-04T17:12:22.168000Z,2019-07-04T17:12:27.678000Z,5.558218242828081e-07,9975.5
CI.WBM,2019-07-04T17:12:21.713000Z,2019-07-04T17:12:26.883000Z,4.2269708470110596e-07,816.7
CI.SLA,2019-07-04T17:12:20.138000Z,2019-07-04T17:12:24.138000Z,8.61940881153416e-07,63.5
2019-07-04T17:42:53.737200Z,35.71,-117.53,9,3.34,0.3
CI.TOW2,2019-07-04T17:42:58.218000Z,2019-07-04T17:43:02.038000Z,2.06964357557006e-05,52.3
CI.SRT,2019-07-04T17:42:57.708000Z,2019-07-04T17:43:00.998000Z,7.555123942664701e-06,252.3
CI.CCC,2019-07-04T17:42:59.558000Z,2019-07-04T17:43:03.928000Z,1.3561980980378334e-05,95.7
CI.CLC,2019-07-04T17:42:56.258000Z,2019-07-04T17:42:58.158000Z,1.4847957595800498e-05,482.7
CI.MPM,2019-07-04T17:43:00.438000Z,2019-07-04T17:43:05.398000Z,1.3033401873929846e-06,186.4
CI.SLA,2019-07-04T17:42:59.558000Z,2019-07-04T17:43:03.838000Z,8.475681591194076e-06,17.7
CI.LRL,2019-07-04T17:42:59.258000Z,2019-07-04T17:43:03.278000Z,5.110432003796474e-06,62.8
CI.JRC2,2019-07-04T17:43:00.438000Z,2019-07-04T17:43:05.318000Z,5.423505732488267e-06,123.7
CI.WBM,2019-07-04T17:43:00.113000Z,2019-07-04T17:43:04.753000Z,4.643422976506159e-06,998.5
CI.WMF,2019-07-04T17:43:02.738000Z,2019-07-04T17:43:09.208000Z,1.786350825164424e-06,46.2
2019-07-04T17:46:49.682600Z,35.63,-117.57,9,3.4,0.3
CI.TOW2,2019-07-04T17:46:54.698000Z,2019-07-04T17:46:58.818000Z,1.9074173635037593e-05,258.2
CI.SRT,2019-07-04T17:46:53.278000Z,2019-07-04T17:46:56.238000Z,1.3651537951156264e-05,522.9
CI.WMF,2019-07-04T17:46:59.588000Z,2019-07-04T17:47:07.038000Z,7.734848444614674e-07,16.3
CI.CLC,2019-07-04T17:46:53.698000Z,2019-07-04T17:46:56.708000Z,3.8198312409409774e-06,40.9
CI.LRL,2019-07-04T17:46:53.538000Z,2019-07-04T17:46:56.378000Z,1.0351558519569347e-05,110.0
CI.WBM,2019-07-04T17:46:54.973000Z,2019-07-04T17:46:58.863000Z,9.635712435649912e-06,3605.3
CI.JRC2,2019-07-04T17:46:57.168000Z,2019-07-04T17:47:02.618000Z,3.3557220331086177e-06,28.3
CI.CCC,2019-07-04T17:46:55.078000Z,2019-07-04T17:46:58.938000Z,1.1930698908033608e-05,31.1
CI.MPM,2019-07-04T17:46:58.168000Z,2019-07-04T17:47:04.238000Z,1.1297561544742552e-06,23.0
CI.SLA,2019-07-04T17:46:56.998000Z,2019-07-04T17:47:02.128000Z,6.238938334390415e-06,46.6
2019-07-04T17:58:02.398600Z,35.69,-117.49,9,3.42,0.3
CI.TOW2,2019-07-04T17:58:07.688000Z,2019-07-04T17:58:12.008000Z,1.0636324389871733e-05,114.2
CI.SRT,2019-07-04T17:58:06.938000Z,2019-07-04T17:58:10.638000Z,1.0573600179436833e-05,336.2
CI.CCC,2019-07-04T17:58:07.298000Z,2019-07-04T17:58:11.088000Z,2.1186076495303317e-05,79.2
CI.CLC,2019-07-04T17:58:05.448000Z,2019-07-04T17:58:07.758000Z,1.2968942828661133e-05,1172.7
CI.SLA,2019-07-04T17:58:07.858000Z,2019-07-04T17:58:11.908000Z,1.194985857217956e-05,50.6
CI.WBM,2019-07-04T17:58:09.253000Z,2019-07-04T17:58:14.293000Z,5.6247052305321275e-06,338.5
CI.JRC2,2019-07-04T17:58:09.908000Z,2019-07-04T17:58:15.408000Z,7.219743704067168e-06,121.4
CI.MPM,2019-07-04T17:58:09.368000Z,2019-07-04T17:58:14.468000Z,1.489534197322967e-06,155.6
CI.LRL,2019-07-04T17:58:07.708000Z,2019-07-04T17:58:11.538000Z,7.035663511021763e-06,18.0
CI.WMF,2019-07-04T17:58:12.168000Z,2019-07-04T17:58:19.218000Z,2.927384384383398e-06,15.8
2019-07-04T18:05:41.474000Z,35.71,-117.49,9,2.81,0.3
CI.SRT,2019-07-04T18:05:45.738000Z,2019-07-04T18:05:49.508000Z,2.7192149024401757e-06,1292.1
CI.WMF,2019-07-04T18:05:51.038000Z,2019-07-04T18:05:58.358000Z,4.923076804127386e-07,19.9
CI.TOW2,2019-07-04T18:05:46.498000Z,2019-07-04T18:05:50.358000Z,3.190940063195535e-06,45.5
CI.CCC,2019-07-04T18:05:46.838000Z,2019-07-04T18:05:50.858000Z,2.5958333176373477e-06,170.9
CI.MPM,2019-07-04T18:05:48.398000Z,2019-07-04T18:05:53.538000Z,7.064939080182755e-07,536.0
CI.SLA,2019-07-04T18:05:47.118000Z,2019-07-04T18:05:51.268000Z,3.6262761174415083e-06,445.9
CI.WBM,2019-07-04T18:05:48.273000Z,2019-07-04T18:05:53.223000Z,1.5275672875161804e-06,1563.4
CI.LRL,2019-07-04T18:05:46.958000Z,2019-07-04T18:05:50.938000Z,3.6316968961625004e-06,31.4
